ticket_id,customer_id,agent_id,created_at,first_response_at,resolved_at,channel,category,priority,ai_assisted,escalated,status,csat_score
1200,68,2,2026-05-06 08:07:00,2026-05-06 08:14:00,2026-05-06 09:42:00,Phone,Package Recommendation,Normal,0,0,Resolved,4
1201,70,1,2026-05-15 09:07:00,2026-05-15 09:19:00,2026-05-15 11:28:00,Chat,Account Access,Normal,1,0,Resolved,5
1202,99,2,2026-01-02 16:34:00,2026-01-02 18:23:00,2026-01-03 00:20:00,Chat,Cancellation,Normal,0,0,Resolved,3
1203,174,4,2026-01-09 17:28:00,2026-01-09 18:03:00,2026-01-09 21:36:00,Chat,Order Change,High,1,0,Resolved,
1204,20,2,2026-02-15 19:45:00,2026-02-15 20:18:00,2026-02-15 21:05:00,Chat,Payment Question,High,1,0,Resolved,5
1205,8,4,2026-06-07 09:53:00,2026-06-07 10:13:00,2026-06-07 11:28:00,Web Form,Account Access,High,1,0,Resolved,5
1206,88,1,2026-01-07 14:59:00,2026-01-07 15:03:00,2026-01-07 16:29:00,Chat,Account Access,Normal,1,0,Resolved,
1207,148,4,2026-05-20 09:42:00,2026-05-20 09:43:00,2026-05-20 13:28:00,Phone,Package Recommendation,Low,0,0,Resolved,5
1208,42,3,2026-02-19 18:48:00,2026-02-19 18:57:00,2026-02-19 19:59:00,Web Form,Account Access,Normal,1,0,Resolved,5
1209,97,2,2026-01-13 15:43:00,2026-01-13 15:47:00,2026-01-13 18:24:00,Phone,Travel Agent Support,High,0,0,Resolved,
1210,85,3,2026-01-11 15:05:00,2026-01-11 15:38:00,2026-01-11 23:44:00,Web Form,Cancellation,High,0,0,Resolved,4
1211,51,4,2026-02-05 14:44:00,2026-02-05 14:46:00,2026-02-05 15:37:00,Web Form,Account Access,Low,1,0,Resolved,5
1212,128,5,2026-04-29 17:10:00,2026-04-29 17:18:00,,Chat,Cancellation,Low,1,1,Open,
1213,156,3,2026-05-01 13:23:00,2026-05-01 13:44:00,2026-05-01 18:58:00,Email,Travel Agent Support,Normal,1,0,Resolved,
1214,27,3,2026-02-11 10:25:00,2026-02-11 12:07:00,2026-02-11 16:05:00,Chat,Order Change,Normal,0,0,Resolved,4
1215,100,3,2026-06-19 10:12:00,2026-06-19 10:39:00,2026-06-19 12:43:00,Chat,Payment Question,Normal,1,0,Resolved,
1216,150,3,2026-06-15 09:28:00,2026-06-15 09:34:00,2026-06-15 11:16:00,Phone,Package Recommendation,Normal,0,0,Resolved,5
1217,50,1,2026-01-21 12:04:00,2026-01-21 13:01:00,2026-01-21 14:34:00,Chat,Travel Agent Support,High,0,0,Resolved,5
1218,90,1,2026-04-01 16:36:00,2026-04-01 16:43:00,2026-04-01 18:47:00,Email,Account Access,Normal,1,0,Resolved,5
1219,141,3,2026-03-29 16:40:00,2026-03-29 16:47:00,2026-03-29 19:24:00,Email,Package Recommendation,Low,1,0,Resolved,5
1220,50,2,2026-02-12 12:50:00,2026-02-12 13:09:00,2026-02-12 15:25:00,Email,Account Access,Normal,0,0,Resolved,5
1221,90,2,2026-06-18 09:40:00,2026-06-18 10:12:00,2026-06-18 11:06:00,Email,Account Access,High,1,0,Resolved,5
1222,145,3,2026-02-01 16:18:00,2026-02-01 16:43:00,2026-02-01 18:48:00,Chat,Account Access,Normal,1,0,Resolved,4
1223,108,4,2026-06-08 13:04:00,2026-06-08 13:38:00,2026-06-08 15:17:00,Chat,Account Access,Normal,1,0,Resolved,
1224,39,2,2026-02-18 19:09:00,2026-02-18 19:42:00,2026-02-18 19:52:00,Chat,Account Access,High,1,0,Resolved,5
1225,13,3,2026-01-27 15:13:00,2026-01-27 15:49:00,2026-01-27 16:20:00,Web Form,Account Access,High,0,0,Resolved,
1226,58,3,2026-04-16 19:34:00,2026-04-16 19:57:00,,Chat,Account Access,Low,1,0,Open,
1227,178,4,2026-06-28 10:47:00,2026-06-28 11:08:00,2026-06-28 11:33:00,Email,Account Access,Normal,1,0,Resolved,5
1228,124,4,2026-01-14 15:15:00,2026-01-14 15:49:00,2026-01-14 16:50:00,Web Form,Package Recommendation,Normal,1,0,Resolved,5
1229,141,4,2026-06-16 11:03:00,2026-06-16 11:12:00,2026-06-16 15:22:00,Chat,Payment Question,Low,1,0,Resolved,
1230,150,4,2026-03-29 12:35:00,2026-03-29 12:45:00,2026-03-29 16:36:00,Chat,Payment Question,Normal,1,0,Resolved,5
1231,106,1,2026-02-18 11:39:00,2026-02-18 11:45:00,2026-02-18 14:42:00,Email,Payment Question,Normal,1,0,Resolved,4
1232,27,4,2026-05-21 15:16:00,2026-05-21 15:53:00,2026-05-21 18:24:00,Chat,Cancellation,Low,0,0,Resolved,
1233,165,3,2026-02-09 15:04:00,2026-02-09 15:25:00,2026-02-09 17:57:00,Chat,Cancellation,Normal,1,0,Resolved,5
1234,43,3,2026-06-02 12:25:00,2026-06-02 12:29:00,2026-06-02 16:47:00,Web Form,Travel Agent Support,Normal,1,0,Resolved,
1235,147,1,2026-06-21 15:23:00,2026-06-21 15:39:00,2026-06-21 19:01:00,Web Form,Cancellation,Normal,1,0,Resolved,
1236,56,2,2026-01-12 15:34:00,2026-01-12 16:03:00,2026-01-12 19:26:00,Chat,Travel Agent Support,Low,1,0,Resolved,5
1237,147,2,2026-05-23 14:25:00,2026-05-23 15:00:00,,Chat,Cancellation,Normal,0,1,Open,
1238,29,2,2026-02-23 16:11:00,2026-02-23 17:02:00,2026-02-23 18:20:00,Chat,Travel Agent Support,High,0,0,Resolved,5
1239,115,2,2026-02-27 13:18:00,2026-02-27 13:40:00,2026-02-27 16:18:00,Web Form,Package Recommendation,Low,1,0,Resolved,4
1240,85,1,2026-06-03 11:55:00,2026-06-03 12:01:00,2026-06-03 18:18:00,Web Form,Cancellation,Low,1,0,Resolved,5
1241,26,1,2026-06-07 10:17:00,2026-06-07 10:20:00,2026-06-07 12:16:00,Email,Cancellation,Normal,1,0,Resolved,
1242,83,2,2026-05-31 09:54:00,2026-05-31 09:59:00,2026-05-31 13:43:00,Email,Payment Question,High,1,1,Resolved,4
1243,102,1,2026-04-27 14:25:00,2026-04-27 16:55:00,2026-04-27 23:57:00,Chat,Delayed Flight,Low,0,0,Resolved,5
1244,71,1,2026-02-28 08:55:00,2026-02-28 09:25:00,2026-02-28 14:40:00,Chat,Cancellation,High,1,0,Resolved,4
1245,164,3,2026-06-25 18:03:00,2026-06-25 18:20:00,2026-06-25 21:09:00,Email,Account Access,Normal,1,1,Resolved,
1246,158,5,2026-02-08 18:53:00,2026-02-08 19:00:00,2026-02-09 01:00:00,Web Form,Travel Agent Support,Normal,1,1,Resolved,2
1247,171,3,2026-02-02 10:18:00,2026-02-02 12:09:00,2026-02-02 11:36:00,Email,Account Access,Normal,0,0,Resolved,5
1248,81,4,2026-05-25 09:53:00,2026-05-25 10:01:00,2026-05-25 12:03:00,Phone,Order Change,Normal,0,0,Resolved,5
1249,91,3,2026-05-29 15:32:00,2026-05-29 15:44:00,,Chat,Cancellation,Normal,1,0,Open,
1250,63,2,2026-01-19 11:51:00,2026-01-19 12:41:00,2026-01-19 16:00:00,Chat,Travel Agent Support,Normal,0,0,Resolved,3
1251,75,2,2026-05-12 18:30:00,2026-05-12 18:49:00,2026-05-12 19:56:00,Chat,Account Access,Normal,1,0,Resolved,
1252,39,2,2026-01-18 15:09:00,2026-01-18 16:31:00,2026-01-18 18:53:00,Chat,Package Recommendation,Normal,0,0,Resolved,5
1253,171,1,2026-05-21 11:38:00,2026-05-21 11:55:00,2026-05-21 13:44:00,Email,Package Recommendation,Normal,1,0,Resolved,5
1254,160,2,2026-06-06 13:53:00,2026-06-06 15:52:00,2026-06-06 19:59:00,Email,Order Change,Normal,0,0,Resolved,
1255,43,3,2026-06-07 18:07:00,2026-06-07 18:36:00,2026-06-07 22:16:00,Web Form,Order Change,High,1,0,Resolved,4
1256,118,4,2026-06-12 18:13:00,2026-06-12 18:36:00,2026-06-12 21:36:00,Web Form,Order Change,Normal,1,0,Resolved,5
1257,123,3,2026-05-06 15:24:00,2026-05-06 15:30:00,2026-05-07 01:27:00,Phone,Cancellation,Normal,0,0,Resolved,3
1258,156,3,2026-03-15 14:06:00,2026-03-15 16:13:00,,Email,Cancellation,Normal,0,0,Open,
1259,82,3,2026-05-22 15:41:00,2026-05-22 15:46:00,2026-05-22 18:10:00,Phone,Order Change,Normal,0,0,Resolved,5
1260,100,5,2026-05-28 14:08:00,2026-05-28 14:16:00,2026-05-28 22:26:00,Phone,Cancellation,Low,0,1,Resolved,
1261,101,1,2026-04-24 15:05:00,2026-04-24 15:13:00,2026-04-24 17:29:00,Chat,Package Recommendation,Low,1,0,Resolved,
1262,35,1,2026-01-23 16:29:00,2026-01-23 16:34:00,2026-01-23 22:24:00,Phone,Payment Question,Normal,0,0,Resolved,4
1263,124,1,2026-03-01 08:53:00,2026-03-01 09:18:00,2026-03-01 10:33:00,Email,Order Change,Normal,1,0,Resolved,5
1264,101,2,2026-06-09 12:54:00,2026-06-09 12:59:00,2026-06-09 15:50:00,Phone,Account Access,Low,0,0,Resolved,5
1265,2,2,2026-03-18 16:14:00,2026-03-18 16:30:00,2026-03-18 18:37:00,Chat,Package Recommendation,High,1,0,Resolved,
1266,50,4,2026-06-27 13:51:00,2026-06-27 13:53:00,,Email,Order Change,Normal,1,0,Open,
1267,167,4,2026-03-03 16:53:00,2026-03-03 17:28:00,2026-03-03 19:16:00,Email,Payment Question,Normal,1,0,Resolved,4
1268,118,2,2026-01-13 15:41:00,2026-01-13 16:16:00,2026-01-13 17:49:00,Chat,Package Recommendation,Low,1,0,Resolved,5
1269,145,3,2026-03-27 11:19:00,2026-03-27 11:27:00,2026-03-27 16:04:00,Email,Order Change,Normal,1,0,Resolved,4
1270,10,3,2026-06-26 13:25:00,2026-06-26 13:33:00,2026-06-26 19:58:00,Web Form,Delayed Flight,Normal,1,0,Resolved,4
1271,178,4,2026-02-20 08:32:00,2026-02-20 08:48:00,,Email,Cancellation,High,1,0,Open,
1272,174,5,2026-06-17 10:45:00,2026-06-17 11:00:00,2026-06-17 19:51:00,Email,Order Change,Normal,1,1,Resolved,3
1273,180,3,2026-02-11 08:34:00,2026-02-11 09:03:00,2026-02-11 10:19:00,Chat,Package Recommendation,High,1,0,Resolved,
1274,76,4,2026-05-26 15:27:00,2026-05-26 15:53:00,,Email,Package Recommendation,Normal,1,0,Open,
1275,54,5,2026-04-05 11:31:00,2026-04-05 11:33:00,2026-04-05 21:31:00,Web Form,Cancellation,Normal,1,1,Resolved,4
1276,9,4,2026-01-23 12:37:00,2026-01-23 15:15:00,2026-01-23 16:53:00,Web Form,Payment Question,Normal,0,0,Resolved,4
1277,177,3,2026-04-14 14:36:00,2026-04-14 15:10:00,2026-04-14 17:53:00,Email,Order Change,High,1,0,Resolved,
1278,56,5,2026-05-06 17:51:00,2026-05-06 18:16:00,2026-05-06 21:18:00,Email,Payment Question,Low,1,1,Resolved,4
1279,23,4,2026-05-04 09:35:00,2026-05-04 11:12:00,2026-05-04 13:23:00,Web Form,Package Recommendation,Low,0,0,Resolved,
1280,129,1,2026-02-03 13:36:00,2026-02-03 14:01:00,2026-02-03 15:11:00,Email,Account Access,Low,1,0,Resolved,5
1281,83,4,2026-04-23 18:29:00,2026-04-23 18:55:00,2026-04-24 04:40:00,Chat,Delayed Flight,High,1,1,Resolved,
1282,3,2,2026-06-30 18:41:00,2026-06-30 19:23:00,2026-07-01 02:51:00,Email,Travel Agent Support,Normal,0,0,Resolved,
1283,48,2,2026-03-02 08:23:00,2026-03-02 08:53:00,2026-03-02 10:23:00,Email,Account Access,Normal,1,0,Resolved,5
1284,103,4,2026-02-16 09:55:00,2026-02-16 09:57:00,2026-02-16 12:43:00,Web Form,Package Recommendation,Normal,1,0,Resolved,5
1285,6,2,2026-03-28 18:47:00,2026-03-28 20:03:00,2026-03-29 00:38:00,Web Form,Delayed Flight,High,0,0,Resolved,3
1286,16,3,2026-03-29 13:14:00,2026-03-29 14:44:00,2026-03-30 01:15:00,Email,Cancellation,High,0,1,Resolved,2
1287,143,3,2026-06-13 08:42:00,2026-06-13 09:05:00,2026-06-13 12:33:00,Chat,Payment Question,Normal,1,0,Resolved,5
1288,85,3,2026-06-19 12:54:00,2026-06-19 13:02:00,2026-06-19 14:41:00,Chat,Travel Agent Support,High,1,0,Resolved,
1289,98,1,2026-06-13 10:28:00,2026-06-13 13:14:00,2026-06-13 13:09:00,Web Form,Payment Question,Low,0,0,Resolved,5
1290,166,3,2026-01-08 18:37:00,2026-01-08 18:41:00,2026-01-08 21:46:00,Phone,Order Change,Normal,0,0,Resolved,4
1291,80,5,2026-02-25 12:58:00,2026-02-25 14:00:00,2026-02-26 00:54:00,Email,Order Change,Normal,0,1,Resolved,1
1292,122,4,2026-03-15 12:10:00,2026-03-15 13:52:00,2026-03-15 16:07:00,Chat,Payment Question,Normal,0,0,Resolved,5
1293,102,4,2026-06-11 15:58:00,2026-06-11 16:08:00,2026-06-11 17:34:00,Email,Account Access,Normal,1,0,Resolved,5
1294,160,1,2026-01-18 15:06:00,2026-01-18 15:34:00,2026-01-18 16:33:00,Email,Account Access,Normal,1,0,Resolved,
1295,136,1,2026-04-23 13:38:00,2026-04-23 13:39:00,2026-04-23 16:05:00,Phone,Order Change,High,0,0,Resolved,5
1296,12,3,2026-05-20 09:47:00,2026-05-20 10:35:00,2026-05-20 21:49:00,Web Form,Delayed Flight,Normal,0,0,Resolved,3
1297,112,2,2026-06-05 16:42:00,2026-06-05 16:53:00,2026-06-05 21:04:00,Chat,Cancellation,Normal,1,0,Resolved,
1298,101,5,2026-02-20 09:05:00,2026-02-20 09:29:00,2026-02-20 13:07:00,Chat,Payment Question,Normal,1,1,Resolved,4
1299,83,1,2026-04-24 10:50:00,2026-04-24 10:56:00,2026-04-24 13:02:00,Email,Account Access,Normal,1,0,Resolved,5
1300,83,1,2026-02-06 12:20:00,2026-02-06 12:24:00,,Phone,Delayed Flight,Normal,0,0,Open,
1301,58,2,2026-03-03 13:59:00,2026-03-03 14:08:00,2026-03-03 18:59:00,Email,Order Change,Normal,1,0,Resolved,3
1302,63,4,2026-03-09 10:17:00,2026-03-09 10:52:00,2026-03-09 15:38:00,Chat,Travel Agent Support,Low,1,0,Resolved,4
1303,143,4,2026-04-13 18:19:00,2026-04-13 18:43:00,2026-04-13 23:03:00,Chat,Order Change,Normal,1,0,Resolved,4
1304,73,1,2026-06-23 16:24:00,2026-06-23 16:29:00,2026-06-23 17:30:00,Email,Account Access,Normal,1,0,Resolved,5
1305,14,1,2026-05-27 17:54:00,2026-05-27 18:15:00,2026-05-28 00:37:00,Email,Travel Agent Support,High,0,0,Resolved,
1306,62,1,2026-03-28 16:02:00,2026-03-28 16:21:00,2026-03-28 22:39:00,Web Form,Travel Agent Support,Normal,1,0,Resolved,4
1307,115,2,2026-03-03 16:20:00,2026-03-03 16:38:00,2026-03-03 22:52:00,Chat,Delayed Flight,Normal,1,0,Resolved,4
1308,158,4,2026-05-20 15:00:00,2026-05-20 15:12:00,2026-05-20 17:08:00,Chat,Travel Agent Support,Normal,1,0,Resolved,5
1309,77,3,2026-02-05 13:12:00,2026-02-05 14:49:00,2026-02-05 20:01:00,Chat,Order Change,Normal,0,0,Resolved,4
1310,50,3,2026-02-25 17:20:00,2026-02-25 18:59:00,,Web Form,Delayed Flight,Normal,0,0,Open,
1311,163,1,2026-03-03 18:47:00,2026-03-03 18:53:00,2026-03-03 23:07:00,Chat,Payment Question,Normal,1,0,Resolved,5
1312,150,4,2026-04-10 15:21:00,2026-04-10 15:23:00,2026-04-10 17:38:00,Chat,Package Recommendation,Normal,1,0,Resolved,4
1313,141,1,2026-04-17 17:09:00,2026-04-17 17:37:00,2026-04-17 19:26:00,Email,Payment Question,High,1,0,Resolved,5
1314,169,2,2026-02-03 09:03:00,2026-02-03 09:37:00,2026-02-03 14:00:00,Email,Delayed Flight,High,1,0,Resolved,4
1315,148,1,2026-04-28 11:05:00,2026-04-28 11:13:00,2026-04-28 14:59:00,Email,Travel Agent Support,Normal,1,0,Resolved,5
1316,43,4,2026-03-02 10:41:00,2026-03-02 13:20:00,2026-03-02 16:17:00,Web Form,Travel Agent Support,Normal,0,0,Resolved,4
1317,104,3,2026-05-24 15:45:00,2026-05-24 17:03:00,2026-05-24 19:17:00,Chat,Package Recommendation,Normal,0,0,Resolved,5
1318,68,4,2026-04-14 16:21:00,2026-04-14 16:51:00,2026-04-14 18:12:00,Chat,Payment Question,Normal,1,0,Resolved,5
1319,132,3,2026-01-03 15:04:00,2026-01-03 18:08:00,2026-01-03 18:23:00,Chat,Account Access,Normal,0,1,Resolved,5
1320,153,2,2026-02-27 09:43:00,2026-02-27 09:54:00,2026-02-27 11:18:00,Chat,Account Access,Normal,1,0,Resolved,5
1321,160,2,2026-03-02 08:08:00,2026-03-02 09:29:00,2026-03-02 12:50:00,Chat,Payment Question,Normal,0,0,Resolved,4
1322,85,2,2026-03-06 19:14:00,2026-03-06 19:41:00,2026-03-06 20:05:00,Chat,Package Recommendation,Normal,1,0,Resolved,5
1323,166,1,2026-06-15 13:06:00,2026-06-15 13:10:00,2026-06-15 16:39:00,Phone,Payment Question,High,0,0,Resolved,5
1324,77,3,2026-06-03 12:48:00,2026-06-03 12:55:00,2026-06-03 15:50:00,Email,Package Recommendation,Normal,1,0,Resolved,5
1325,141,3,2026-01-15 15:11:00,2026-01-15 16:41:00,2026-01-15 21:51:00,Chat,Travel Agent Support,Normal,0,0,Resolved,5
1326,110,4,2026-01-26 14:55:00,2026-01-26 15:05:00,2026-01-26 17:16:00,Chat,Account Access,Normal,1,0,Resolved,
1327,76,5,2026-05-01 18:57:00,2026-05-01 19:07:00,2026-05-01 23:04:00,Chat,Cancellation,Normal,1,1,Resolved,2
1328,18,2,2026-03-03 18:41:00,2026-03-03 21:03:00,2026-03-03 21:05:00,Email,Account Access,Normal,0,0,Resolved,
1329,100,4,2026-05-02 15:10:00,2026-05-02 15:21:00,2026-05-02 17:40:00,Web Form,Package Recommendation,Normal,1,0,Resolved,5
1330,80,3,2026-06-28 18:47:00,2026-06-28 19:19:00,2026-06-28 20:30:00,Email,Account Access,Normal,0,0,Resolved,5
1331,108,3,2026-06-28 09:29:00,2026-06-28 09:57:00,,Email,Order Change,Normal,1,0,Open,
1332,167,3,2026-05-28 13:59:00,2026-05-28 14:15:00,,Email,Delayed Flight,Normal,1,0,Open,
1333,136,5,2026-03-03 08:19:00,2026-03-03 08:45:00,2026-03-03 11:31:00,Chat,Account Access,High,1,1,Resolved,4
1334,11,2,2026-02-13 16:30:00,2026-02-13 16:53:00,2026-02-13 17:29:00,Email,Account Access,Low,1,0,Resolved,
1335,148,5,2026-04-22 11:53:00,2026-04-22 14:30:00,2026-04-23 02:22:00,Email,Delayed Flight,Normal,0,1,Resolved,
1336,20,1,2026-01-29 17:38:00,2026-01-29 17:44:00,2026-01-29 19:20:00,Email,Package Recommendation,Normal,1,0,Resolved,4
1337,109,1,2026-01-06 10:08:00,2026-01-06 10:17:00,2026-01-06 12:14:00,Email,Account Access,Normal,1,0,Resolved,5
1338,170,1,2026-02-15 16:35:00,2026-02-15 17:58:00,2026-02-16 02:02:00,Email,Cancellation,Normal,0,0,Resolved,4
1339,46,1,2026-03-07 12:42:00,2026-03-07 12:46:00,2026-03-07 15:24:00,Phone,Order Change,Normal,0,0,Resolved,4
1340,60,1,2026-04-12 15:49:00,2026-04-12 16:23:00,2026-04-12 18:29:00,Email,Cancellation,Normal,1,0,Resolved,4
1341,83,3,2026-02-02 10:13:00,2026-02-02 10:24:00,2026-02-02 14:09:00,Chat,Payment Question,Normal,1,0,Resolved,5
1342,173,1,2026-05-25 09:23:00,2026-05-25 09:44:00,2026-05-25 12:37:00,Email,Payment Question,Normal,1,0,Resolved,5
1343,103,4,2026-05-05 11:26:00,2026-05-05 12:01:00,2026-05-05 12:59:00,Web Form,Payment Question,High,1,0,Resolved,5
1344,41,1,2026-03-09 15:57:00,2026-03-09 16:01:00,2026-03-09 18:13:00,Email,Account Access,Normal,1,0,Resolved,5
1345,103,4,2026-03-11 17:26:00,2026-03-11 19:32:00,2026-03-12 05:22:00,Web Form,Delayed Flight,Normal,0,1,Resolved,2
1346,139,4,2026-03-09 19:58:00,2026-03-09 21:26:00,2026-03-10 07:31:00,Chat,Order Change,Low,0,1,Resolved,2
1347,118,4,2026-01-23 08:50:00,2026-01-23 09:25:00,2026-01-23 09:36:00,Chat,Account Access,Normal,1,0,Resolved,5
1348,157,1,2026-03-30 09:51:00,2026-03-30 12:39:00,2026-03-30 11:44:00,Email,Package Recommendation,Normal,0,0,Resolved,5
1349,115,3,2026-05-18 11:59:00,2026-05-18 12:23:00,,Web Form,Account Access,Normal,1,0,Open,
1350,21,4,2026-06-30 12:18:00,2026-06-30 12:49:00,2026-06-30 16:30:00,Web Form,Order Change,Normal,1,0,Resolved,4
1351,128,1,2026-05-19 11:21:00,2026-05-19 11:34:00,2026-05-19 13:46:00,Email,Account Access,Normal,1,0,Resolved,5
1352,143,5,2026-03-30 19:37:00,2026-03-30 19:59:00,2026-03-30 23:08:00,Email,Travel Agent Support,High,1,1,Resolved,3
1353,48,4,2026-03-24 16:01:00,2026-03-24 18:07:00,2026-03-25 03:26:00,Email,Delayed Flight,Normal,0,0,Resolved,
1354,17,1,2026-05-30 17:39:00,2026-05-30 18:08:00,2026-05-30 21:31:00,Email,Payment Question,Normal,1,0,Resolved,5
1355,10,4,2026-02-18 16:22:00,2026-02-18 16:40:00,2026-02-18 21:51:00,Chat,Cancellation,Normal,1,0,Resolved,4
1356,3,5,2026-01-28 08:15:00,2026-01-28 08:23:00,2026-01-28 12:42:00,Email,Travel Agent Support,Normal,1,1,Resolved,3
1357,155,3,2026-04-06 15:08:00,2026-04-06 15:26:00,2026-04-06 19:16:00,Email,Payment Question,Normal,1,0,Resolved,5
1358,136,2,2026-01-13 11:59:00,2026-01-13 12:32:00,2026-01-13 13:31:00,Email,Package Recommendation,Low,1,0,Resolved,4
1359,88,1,2026-03-29 13:32:00,2026-03-29 15:04:00,2026-03-29 19:54:00,Chat,Delayed Flight,Normal,0,0,Resolved,4
1360,148,1,2026-01-07 16:38:00,2026-01-07 16:58:00,2026-01-07 21:45:00,Chat,Travel Agent Support,Low,0,0,Resolved,4
